id,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,SEMAFORO,NUM_SEMAFORO,GROUP
3824,2.75,16.8,10,1100,460,101.9,Amarillo,1,2
3825,2,23.995,163.54,2250,930,88.85,Amarillo,1,2
3826,2,10,10,230,230,103.4,Verde,3,2
3827,2,30.915,152.5,4600,1950,89.35,Amarillo,1,2
3828,2,33.035,131,2400,1350,89.15,Amarillo,1,2
3829,2,10,10,230,230,103,Verde,3,2
3830,3,23.52,10,4236.5,173.5,41.55,Amarillo,1,2
3831,2.45,29.895,10,1500,36,75.65,Amarillo,1,2
3832,300,881.715,232.5,241960,680930,10,Rojo,2,1
3833,2,10,10,1598.5,85.5,100.85,Amarillo,1,2
3834,2,13.4324,10,1565,201,105.4,Amarillo,1,2
3835,4.595,34.905,26.85,9506,2768.5,101.6,Amarillo,1,0
3836,18.1,76.15,81.1,24196,24196,65,Rojo,2,1
3837,7.6,53.3,63,24196,24196,28.8,Rojo,2,1
3838,17.2,82.215,86,24196,24196,83.45,Rojo,2,1
3839,5.85,46.745,59.5,24196,24196,76.5,Rojo,2,1
3840,8.77,63.5,60,24196,24196,26.65,Rojo,2,1
3841,14.15,69.035,74.75,24196,24196,67.1,Rojo,2,1
3842,4.72,43.45,82,24196,323,52,Rojo,2,0
3843,39.89,138.845,56,24196,24196,71,Rojo,2,1
3844,22.285,86.15,65.5,24196,24196,80.65,Rojo,2,1
3845,8.3,50.03,14,24196,24196,39.1,Rojo,2,1
3846,10.53,53.5,27.75,24196,24196,87.5,Rojo,2,1
3847,6.4,50.38,61.32,24196,24196,35.55,Rojo,2,1
3848,2,19.29,22.2,2352.5,46,101.6,Amarillo,1,2
3849,2,16.7,14.25,2072,31,101.35,Amarillo,1,2
3850,2,15.24,19.5,2915.5,213.5,88.05,Amarillo,1,2
3851,2,19.65,33.925,3551,200,98.6,Amarillo,1,2
3852,2,22.715,17.14,2094.5,179,82.8,Amarillo,1,2
3853,2,10.995,14.75,2634,147,101.55,Amarillo,1,2
3854,2,10,10,3076,199,97.25,Amarillo,1,2
3855,2,16.33,64,6867,158,99.4,Amarillo,1,2
3856,2,10,26,2489,86,74.2,Amarillo,1,2
3857,2,10,41,1460.5,120,76.1,Amarillo,1,2
3858,3.325,19.36,24,1500,1150,78.11,Amarillo,1,2
3859,2.52,19.44,23.5,460,460,72.5,Verde,3,2
3860,3.45,17.28,23,460,460,79.7,Verde,3,2
3861,3.63,22.135,38,2100,1500,66.8,Amarillo,1,2
3862,2.67,16.59,25,1015,605,69.3,Amarillo,1,2
3863,2.945,17.91,30,840,460,68.08,Verde,3,2
3864,2.73,20.33,28,1200,1100,74.15,Amarillo,1,2
3865,2.165,20.47,36,1350,930,65.41,Amarillo,1,2
3866,3.155,18.435,11,2761,598,91.1,Amarillo,1,2
3867,2,21.84,33.6667,12299,2613,94.6,Amarillo,1,0
3868,2,18.225,34,2684,109,93.485,Amarillo,1,2
3869,2,13.7,26,2447.5,103.5,97.2,Amarillo,1,2
3870,2,19.49,36.9,17230,4884,94.9,Amarillo,1,0
3871,6.4,40.7,52.6,24196,24196,67.5,Rojo,2,1
3872,5.33,32.77,46.5,24196,24196,90.085,Amarillo,1,1
3873,2,16.84,26.375,6499,1295,100.8,Amarillo,1,2
3874,2.975,18.095,38.71835,9804,1354,96.55,Amarillo,1,0
3875,2,24.47,68,1712.5,19.5,85.6,Rojo,2,2
3876,2,10,13,445,32,86.15,Verde,3,2
3877,2,10,12,521,30,83.9,Verde,3,2
3879,2,21.52,17.5,4611,813,81.2,Amarillo,1,2
3880,2,10,10,2440.5,521.5,88.6,Amarillo,1,2
3881,4.56,26.675,11,24000,4600,54,Amarillo,1,0
3882,2,128.595,34,210,2280.5,81.7,Rojo,2,2
3883,3.45,40.83,50,596.5,6,94.21,Rojo,2,2
3884,36.99,153.2805,56.75,24000,24000,48.65,Rojo,2,1
3885,51.51,191,62,24000,24000,64.35,Rojo,2,1
3886,2,10,17.5,2547,206.5,85.35,Amarillo,1,2
3887,2,17.565,10,56.5,4,98.7,Verde,3,2
3888,2.2,19.095,10,34,5.5,96.3,Verde,3,2
3889,2.1,18.75,10,5172,31,65.95,Amarillo,1,2
3890,2,21.94,10.5,240,11,101.3,Rojo,2,2
3891,2,15.64,10,174.5,20,100.4,Verde,3,2
3892,2,16.19,10,613.5,15,103.25,Verde,3,2
3893,206.94,577.77,113.33,198630,77010,10,Rojo,2,1
3894,62.81,213.925,71.925,166380,150880,10,Rojo,2,1
3895,2,10,14,2400,132.5,89.605,Amarillo,1,2
3896,2,14.4,10,1398.5,41,102.4,Amarillo,1,2
3897,2,13.82,10,1723,52,104.3,Amarillo,1,2
3898,11.6,43.52,41,24000,24000,60.1,Rojo,2,1
3899,8.94,25.7,24,11000,11000,62.4,Amarillo,1,0
3900,2,16.76,10.25,8537,1149.5,102.6,Amarillo,1,2
3901,3.5,16.49,32,17329,2603,101,Amarillo,1,0
3902,52,215.5,42,24000,4600,10,Rojo,2,0
3903,5.16,28.025,22,2400,2400,53,Amarillo,1,2
3904,4.26,19.82,30,2100,1500,56.8,Amarillo,1,2
3905,2.51,15.021,29,75,4600,58.33,Rojo,2,2
3907,2,29.9,47,130.5,230,41.9,Verde,3,2
3909,42.945,170.32,78.2035,24000,24000,89.5,Rojo,2,1
3910,42.485,166.505,175,24000,24000,73.3,Rojo,2,1
3911,16.54,83,17,24000,24000,51.2,Rojo,2,1
3912,50.9,185.37,76.66,24000,24000,76.7,Rojo,2,1
3913,34.495,142.71,71.25,24000,24000,119.95,Rojo,2,1
3914,41.9,173.63,100,24000,11000,111.65,Rojo,2,0
3915,8.5,44.51,16,24000,4600,45.7,Rojo,2,0
3917,11,49,33,2400,930,85.9,Rojo,2,2
3918,36,86.75,43,24000,4600,31,Rojo,2,0
3919,10,50,10,460,390,101.3,Rojo,2,2
3920,2,10,10,2554,91.5,99.25,Amarillo,1,2
3921,2,11.65,10,2481,41,103.86,Amarillo,1,2
3922,2,14.48,10,2909,152,82.3,Amarillo,1,2
3923,2,12.9,10,1892.5,201.5,100.85,Amarillo,1,2
3924,2,10.45,10,2909,132.5,91.8,Amarillo,1,2
3925,2,10,10,1548,56,92.6,Amarillo,1,2
3926,2,10,10,5028,273.5,91,Amarillo,1,2
3927,2,35.04,20,2400,210,59.1,Amarillo,1,2
3928,2,44.54,20,2400,259,68.5,Rojo,2,2
3929,2,47.54,18,2100,210,69.6,Rojo,2,2
3930,2,15.13,22.75,2400,150,96.2,Amarillo,1,2
3931,2,19.2,18.5,12515,1691.5,107.7,Amarillo,1,0
3932,2.24,12.72,11.667,8664,148,108.5,Amarillo,1,2
3933,5.44,36.03,34,24196,14136,92.1,Amarillo,1,0
3934,2,11.37,10.5,1198,231,97.2,Amarillo,1,2
3935,225.395,894,286.335,241960,241960,10,Rojo,2,1
3936,54.95,236.745,84,24196,7270,10,Rojo,2,0
3937,51.3,236.31,80.83335,24196,24196,10,Rojo,2,1
3938,82.655,226.27,93,125150,24196,10,Rojo,2,1
3939,60.03,146.265,92.5,24196,12711.5,12,Rojo,2,0
3940,42.395,193.57,114.25,24196,11672,16.85,Rojo,2,0
3941,15,109,45,2400,2400,68.15,Rojo,2,2
3942,16,69,55,1500,430,53.75,Rojo,2,2
3943,21.5,106.5,90.5,2400,2400,57.2,Rojo,2,2
3944,20.5,64,80.5,430,220,83.6,Rojo,2,2
3945,19,100.5,69,430,230,70.5,Rojo,2,2
3946,24.31,112.42,52.1,24196,24196,20.85,Rojo,2,1
3947,24,104,167,2400,2100,58.2,Rojo,2,2
3948,50,177,200,3,3,66.165,Rojo,2,2
3949,19,80,107,4600,4600,49.9,Rojo,2,2
3950,19.5,80.5,104,4600,2400,77.7,Rojo,2,2
3951,20,77,96,2400,930,72.85,Rojo,2,2
3952,16.16,119.165,54.29,24196,24196,23.6,Rojo,2,1
3953,8.56,67.47,64.165,9067,1096.5,48.8,Rojo,2,2
3954,33.91,144.16,78.75,24196,24196,54.3,Rojo,2,1
3955,138.375,382.89,129.165,24196,14780,10,Rojo,2,0
3956,95.33,288.72,149.165,24196,24196,10,Rojo,2,1
3957,54.99,234.46,123.35,24196,13551,12,Rojo,2,0
3958,2,24.965,65,24196,6867,95.9,Amarillo,1,0
3959,4.06,28,84,11199,2400,90.1,Amarillo,1,0
3960,2,22.3,64,7701,384,101.2,Amarillo,1,2
3961,2,36.125,21,930,183,83.1,Rojo,2,2
3962,4.67,30.545,53.375,24196,24196,88.7,Amarillo,1,1
3963,5.07,27.9,78,24196,9399,99.2,Amarillo,1,0
3964,4.375,27.165,63,24196,12590,99.7,Amarillo,1,0
3965,4.26,32.94,58.58,24000,6718.5,85,Amarillo,1,0
3966,3.5,15.88,74.5,15531,2400,100.8,Amarillo,1,0
3967,5.18,38.445,70.4,24196,24196,78.8,Amarillo,1,1
3968,4.515,31.14,58,24196,24196,83.5,Amarillo,1,1
3969,2,10,42.86,2481,215,90.3,Amarillo,1,2
3970,2,10,52.555,4261,690,90.9,Amarillo,1,2
3971,2,10,68.89,2755,228,90.4,Amarillo,1,2
3972,2,12.78,64.62,3255,278,90,Amarillo,1,2
3973,2,16.131,52,2909,529,88.5,Amarillo,1,2
3974,2,10,55.5,2310,238,91.51,Amarillo,1,2
3975,2,12.9,44.31,2557,193,89.3,Amarillo,1,2
3976,2,15.26,53.13,2247,364,89.8,Amarillo,1,2
3977,2.84,15.49,28,210,210,72.81,Verde,3,2
3978,7.8,57.055,16,280,150,57.7,Rojo,2,2
3979,2,10,11,1713,25.5,102.8,Amarillo,1,2
3980,2,10,10,2001,134,101.7,Amarillo,1,2
3981,4.635,29.05,18.25,24196,6499,67.8,Amarillo,1,0
3982,3.25,36.75,90,2250,580,68,Amarillo,1,2
3983,5.7,42.685,43,84,53.5,66.35,Rojo,2,2
3984,2,27.32,98,2765,590,59,Amarillo,1,2
3985,2.5,28.89,184.44,2100,750,65,Amarillo,1,2
3986,2.4,31.66,55,430,210,66,Verde,3,2
3987,4.73,33.49,55.2,11199,189,99.4,Amarillo,1,0
3988,4.055,39.36,52,14136,638,102.35,Amarillo,1,0
3989,2,28.485,28,255,210,58.15,Verde,3,2
3990,61,196.32,44,24000,11000,10,Rojo,2,0
3991,135.835,346.32,96.3335,24000,1350,19,Rojo,2,0
3992,140,523.1,182.5,24000,24000,10,Rojo,2,1
3993,5.105,42.902,171.665,14403.5,1738,58.9,Rojo,2,0
3994,2.08,18.04,23,2909,20,95.9,Amarillo,1,2
3995,2.1952,25.835,29.68,6131,183,83.2,Amarillo,1,2
3997,2,18.13,52.25,2868,52,95.75,Amarillo,1,2
3998,2,19.88,10,1119.5,15,89.65,Amarillo,1,2
3999,2,14.98,29.5,2042,41,99.2,Amarillo,1,2
4000,2,20.9508,11.5,1354.5,10,90.85,Amarillo,1,2
4001,3.87,24.68,16,24000,24000,71.5,Amarillo,1,1
4002,4.6,33.04,57.25,24000,1575,86.55,Amarillo,1,0
4003,2.96,15.05,40,24000,430,97.05,Amarillo,1,0
4004,2.6,19.24,54,24000,2400,98.1,Amarillo,1,0
4005,12.585,67.19,13,24000,4600,51.1,Rojo,2,0
4006,20,98.97,54,24000,24000,35.3,Rojo,2,1
4007,13.4,87.94,45,24000,4600,27.8,Rojo,2,0
4008,19.5,107.36,80,24000,11000,27,Rojo,2,0
4009,21.3,64.57,34,24000,24000,32.3,Rojo,2,1
4010,33.165,141.36,59.875,24000,4600,20.15,Rojo,2,0
4011,36.67,116.14,40,24000,24000,29.7,Rojo,2,1
4012,2,19.275,10,2382,98,49.09,Amarillo,1,2
4013,2.14,19.78,10,2187,46,50.675,Amarillo,1,2
4014,2,16.88,10,1860,109,48.4,Amarillo,1,2
4015,3.24,21.12,20.5,230.5,230,75.3,Verde,3,2
4016,2,22.355,12,930,20,104.25,Verde,3,2
4017,2.12,19.175,14,931,71,97.5,Verde,3,2
4018,12,45,32,24000,24000,85,Rojo,2,1
4019,7.5,37,29,2400,1500,98.8,Amarillo,1,2
4020,3.4,24.06,43,6700.5,1340,84.1,Amarillo,1,2
4021,8.08,47.44,78.75,12997,4106,45.25,Rojo,2,0
4022,7.305,56.27,35.71,24196,15885.5,32.6,Rojo,2,0
4023,37.5,161.785,46,24000,24000,19.58,Rojo,2,1
4024,219,449,62,24000,24000,10,Rojo,2,1
4025,33.5,135,50.5,11000,4600,13.9,Rojo,2,0
4026,27,129,53,24000,24000,67.4,Rojo,2,1
4027,12,59,11,200,145,94.45,Rojo,2,2
4028,2,13.9968,10,855,31,102.3,Verde,3,2
4029,2,10,10,84,10,94.8,Verde,3,2
4030,2.565,15.06,10,70,70,69.27,Verde,3,2
4032,12,54,49,270,95,55,Rojo,2,2
4033,37.5,122.5,37.5,24000,24000,10,Rojo,2,1
4034,197.5,414.5,54,24000,24000,10,Rojo,2,1
4035,19,101,33,24000,17500,10.3,Rojo,2,0
4036,11.5,52,17,30,23,92.9,Rojo,2,2
4037,14,62,21,41.5,31.5,68,Rojo,2,2
4039,16.5,66.5,105,24000,11000,54.05,Rojo,2,0
4040,5.07,10,12.25,12992.5,12226,37.21665,Amarillo,1,0
4041,775,1611.18,600,2419600,2419600,10,Rojo,2,1
4042,9.93,3607.2,220,24196,24196,12,Rojo,2,1
4043,298.485,919.08,263.33,241960,241960,10,Rojo,2,1
4044,160.42,487.3,135,36900,24196,10,Rojo,2,1
4045,33.39,117.145,81.25,24196,24196,29.95,Rojo,2,1
4046,67.47,240.535,123.33,43520,24196,11.45,Rojo,2,1
4047,62.41,237.935,147,25163,22098,10,Rojo,2,1
4049,200,640.565,175,24000,4600,10,Rojo,2,0
4050,260,692.07,121.88,24000,4600,10,Rojo,2,0
4052,2,10.565,10,2247,52,102.3,Amarillo,1,2
4053,2,17.994,10,1663.5,62.5,96.7,Amarillo,1,2
4055,2.02,29.12,29,1286.5,91,109.4,Amarillo,1,2
4057,143,421,130,24000,24000,14.3,Rojo,2,1
4058,4.1,111.66,20.75,6131,2558.5,97.3,Rojo,2,2
4059,7.64,45,31,43,23,92.05,Rojo,2,2
4060,2,38.96,12.5,130,55,63.3,Verde,3,2
4061,3.12,11.81,10,90,90,64.21,Verde,3,2
4062,2,28.005,10,3,3,63,Rojo,2,2
4063,7.63,39.6,18,24000,24000,65,Amarillo,1,1
4065,2,10,10,323.5,36,101.15,Verde,3,2
4066,190.835,666.85,191.12,24000,17500,10,Rojo,2,0
4067,250,682.525,189.805,24000,24000,10,Rojo,2,1
4068,6.495,31.005,15.5,24000,4600,50.2,Amarillo,1,0
4071,2.7,12.74,52,210,200,65.8,Verde,3,2
4074,4.185,33.485,14.5,8475,154,25.7,Amarillo,1,2
4075,3.2,45.11,10,7386,248,50.3,Rojo,2,2
4076,2,28.05,102,2516,517,99.1,Amarillo,1,2
4077,62,140.5,30,24000,24000,10,Rojo,2,1
4078,22,64,80,24000,24000,16,Rojo,2,1
4079,2,24.145,40,2400,930,67.2,Amarillo,1,2
4082,2,10,40,2130,164,84.5,Amarillo,1,2
4083,2.05,16.85,10,2606.5,57.5,91.65,Amarillo,1,2
4084,2,10,10,4352,420,104.7,Rojo,2,2
4085,2,10,13,230,150,100.7,Verde,3,2
4086,3.33,29.155,12,175,175,52.2,Verde,3,2
4087,2,10,10,31,3,97.2,Verde,3,2
4089,25.81,63.17,40,24000,24000,35.15,Rojo,2,1
4095,202.5,521.5,110,24000,24000,10,Rojo,2,1
4096,5.43,23.47,16,4229,238,120.1,Amarillo,1,2
4097,2.74,17.072,79.5,3448,187,94.5,Amarillo,1,2
4098,2,10,10,2400,287.5,87.1,Amarillo,1,2
4099,2,10,37,2400,563,91.6,Amarillo,1,2
4100,2,15.14,13.5,1631,220,71.55,Amarillo,1,2
4102,4.21,34.455,24.5,24196,7701,107.8,Amarillo,1,0
4103,2,13.57,10,756,52,96.7,Verde,3,2
4104,2,12.365,10,352.5,30,95.3,Verde,3,2
4105,24,94.41,36,24000,24000,26.5,Rojo,2,1
4107,13,49.5,48,930,930,85.1,Rojo,2,2
4108,2,28.9,49,3500,2100,63.4,Amarillo,1,2
4109,6,72.775,52,7800,2100,29.9,Rojo,2,2
4110,2,19.815,10,230,120,66.2,Verde,3,2
4111,2,13.7,10,1178,70,97.9,Amarillo,1,2
4112,6.06,47.92,12,40,40,68.8,Rojo,2,2
4113,2,15.05,10,2400,142,45.3,Amarillo,1,2
4114,2.4,19.28,10.67,2400,145,35.44,Amarillo,1,2
4115,2,14.7,11,5197,1037.5,58.4,Amarillo,1,2
4116,2,10.22,10,785,31,94.3,Verde,3,2
4117,2,23.2,10,1500,750,69.7,Amarillo,1,2
4118,166.84,368.79,93,24000,24000,15.8,Rojo,2,1
4119,2,16.241,10,1106,41,101.45,Amarillo,1,2
4120,2,14.6622,10,1152,57.5,101.35,Amarillo,1,2
4122,94.905,517.79,657.5,90330,27598,15.9,Rojo,2,1
4123,2,23,54.025,24196,17346.5,88.4,Amarillo,1,0
4124,6,34.785,16,24000,2400,58.9,Amarillo,1,0
4125,2,24.3715,10,2400,430,57.65,Amarillo,1,2
4126,11,40.24,13,11000,2100,48.2,Rojo,2,0
4137,2,17.94,28,2030,20,110.1,Amarillo,1,2
4153,3.24,27.55,10,40,10,97.55,Verde,3,2
4154,2,11.185,12.5,930,930,93.5,Amarillo,1,2
4156,3.28,27,10,230,40,72.2,Verde,3,2
4157,2,20,10,230,90,88.7,Verde,3,2
4158,2.29,14.07,27.3,90,3,102.7,Verde,3,2
4169,14.76,59.56,52,3,75,59.35,Rojo,2,2
4170,13.82,37.27,42,3,70,62.4,Amarillo,1,2
4196,4.41,25.935,15,11199,25.5,109.45,Amarillo,1,0
4197,4.055,14.83,12.5,9804,68.5,75.3,Amarillo,1,0
4198,2,21.5,14.5,14136,383,69.6,Amarillo,1,0
4209,2,13.186,10,3,3,101.2,Rojo,2,2
4210,2.1,16,10,230,150,62.3,Verde,3,2
4211,8.69,84.215,21,1215,430,31.45,Rojo,2,2
4212,10.02,144,43.835,2400,930,78.6,Rojo,2,2
4213,9.47,142.3535,46,930,430,90,Rojo,2,2
4214,37.35,88.535,37,2400,2400,25.905,Rojo,2,2
4215,66.25,219.42,86.335,24196,24196,10,Rojo,2,1
4216,5.2,43.45,21.3333,5794,598,97.35,Rojo,2,2
4217,2,10,10,11000,2193,83.53,Amarillo,1,0
4218,2,10,16.5,7515.5,1953,94.1,Amarillo,1,2
4219,2,10,30,4353,676,86.55,Amarillo,1,2
4220,2,10,39.5,1644.5,110.5,88.5,Rojo,2,2
4221,2,10,13,1500,163,96.3,Amarillo,1,2
4224,2,10,20,2100,308,89.1,Amarillo,1,2
4225,2,14.48,17.5,17329,5172,96.2,Amarillo,1,0
4226,2,12.93,23,24000,11199,90.6,Amarillo,1,0
4227,2,13.57,18.5,24196,24196,98.4,Amarillo,1,1
4228,4.65,36.147888,49,5475,194,102.25,Amarillo,1,2
4229,2,10,10,2400,288,90,Amarillo,1,2
4230,8,26.865,30,4600,4600,70.4,Amarillo,1,2
4233,2,17.56,12.5,4600,245,90.5,Amarillo,1,2
4234,2,22.57,14,3448,275,103,Amarillo,1,2
4235,5.7415,46.1,10,17500,1500,10,Rojo,2,0
4239,2,10,13.5,150,93,105.2,Verde,3,2
4242,29.5,96.44,40,24000,24000,10,Rojo,2,1
4243,2,10,35,2400,2066.5,79.35,Rojo,2,2
4244,2,27,10,210,40,54.35,Verde,3,2
4247,2.9,33.93,27,11000,2400,42,Amarillo,1,0
4248,2,11.445,10,2609.5,110,89.8,Amarillo,1,2
4249,2,27.65,56,2100,930,60,Amarillo,1,2
4250,4.7,36.36,14.5,11199,1450,94.9,Rojo,2,0
4251,2,10.18,13.33,3310,100,38.7,Amarillo,1,2
4253,2,10.92,20.5,4721,2310,88.8,Amarillo,1,2
4260,2,24.685,16,2400,930,58.3,Amarillo,1,2
4261,46.67,108.56,159.26,24000,24000,44.6,Rojo,2,1
4262,2,34.71,15,430,150,67.85,Verde,3,2
4263,2,31.92,26,445,210,69.6,Verde,3,2
4264,2.7,12.36,18,3076,459,92.5,Amarillo,1,2
4265,5.135,37.32,13.75,24196,24196,71.3,Amarillo,1,1
4266,170,413.25,88.89,24000,11000,10,Rojo,2,0
4267,24.42,90.025,28,24000,24000,31.8,Rojo,2,1
4268,120.01,382.995,105,24000,24000,18.195,Rojo,2,1
4269,119.52,413.425,93,24000,24000,20.9,Rojo,2,1
4270,124.98,427.8,77,24000,24000,15.1,Rojo,2,1
4274,2,10,24.335,430,150,101.05,Verde,3,2
4275,2,10,10,1644.5,70,79.585,Amarillo,1,2
4276,2,10,10,240,240,98.75,Verde,3,2
4277,2,18.055,28.5,1438,20,93,Amarillo,1,2
4278,4.445,22.686,34.6875,9506,1529,100.9,Amarillo,1,0
4279,11.83,41.395,10,24000,24000,99.8,Rojo,2,1
4280,6,22.13,10,680,235,98.7,Verde,3,2
4281,2,12.71,10,1950,930,100.35,Amarillo,1,2
4287,121.65,374.435,126.845,24000,11000,10,Rojo,2,0
4288,2,29.04,15,1500,210,79.6,Amarillo,1,2
4289,47.7,128.96,19,3,3,86.8,Rojo,2,2
4290,4.915,42.93,16.5,5733.5,1692.5,55.45,Rojo,2,2
4291,37,115,60,24000,24000,15.81,Rojo,2,1
4292,2.04,56.57,13,24000,11000,35,Rojo,2,0
4293,113.33,253.37,68,24000,2400,28.1,Rojo,2,0
4294,285,670.295,147.62,24000,4600,12.3,Rojo,2,0
4298,2.825,26.83,17.0833,4639,228,88.45,Amarillo,1,2
4299,2,14.14,10,8664,1211,92.98,Amarillo,1,2
4300,2,13.31,10,24196,9804,94.3,Amarillo,1,0
4301,2,14.385,10,6879,323,92.365,Amarillo,1,2
4302,2,18.425,10,1467,120,92.1,Amarillo,1,2
4303,2,23.65,10,1200,390,68.25,Amarillo,1,2
4304,2,15.54,32.15,3351.5,262,96.8,Amarillo,1,2
4305,2.585,27.26,20.85,2805.5,109.5,90.35,Amarillo,1,2
4306,2,10,34,4476,114,85.4,Amarillo,1,2
4310,2.69,17.25,10,90,70,58.3,Verde,3,2
4311,2,13.94,10,3654,199,92.5,Amarillo,1,2
4312,2,10,10,2400,625.5,85.5,Amarillo,1,2
4313,2,25.647,32,4600,2100,61,Amarillo,1,2
4314,5,37.5,51,2400,2400,37.8,Amarillo,1,2
4315,10,46.5,22,24000,24000,30.7,Rojo,2,1
4317,14,52.5,22.95,24000,4600,42,Rojo,2,0
4322,8.5,76.43,43,24000,11000,52.3,Rojo,2,0
4323,2,12.23,10,41.5,40,58.73,Verde,3,2
4326,16.6,59.17,106,24196,20866.5,71.15,Rojo,2,0
4327,20.67,98.32,59.74,24000,4600,37.1,Rojo,2,0
4329,3.75,40.845,11,930,355,41.15,Rojo,2,2
4330,15,102.52,31.94,24000,4600,48.7,Rojo,2,0
4331,3.4,29.82,10,4600,1100,43.65,Amarillo,1,2
4332,2.61,36.616,65,4600,1300,61,Amarillo,1,2
4336,2.21,140.01,33,4,230,38.705,Rojo,2,2